"HGNC.symbol","MGI.symbol"
"PSMD6","Psmd6"
"ASTE1","Aste1"
"GZMM","Gzmm"
"CDK18","Cdk18"
"PITPNM1","Pitpnm1"
"ADAM20","Adam25"
"ADAM20","Adam20"
"ADAM20","Adam39"
"STMN1","Stmn1"
"REC8","Rec8"
"FAM207A","Fam207a"
"SPOUT1","Spout1"
"C10orf95","2310034G01Rik"
"DNASE1L3","Dnase1l3"
"PDE1B","Pde7b"
"STX1B","Stx1b"
"UNC45A","Unc45a"
"FOXP1","Foxp1"
"UGT3A2","Ugt3a1"
"UGT3A2","Ugt3a2"
"AQP2","Aqp2"
"ELOVL3","Elovl3"
"SNORD38B","Gm22980"
"GRIK4","Grik4"
"KIF1A","Kif1a"
"CENATAC","Ccdc84"
"LMX1A","Lmx1a"
"IL22RA1","Il22ra1"
"UQCR11","Uqcr11"
"SLC18B1","Slc18b1"
"STXBP3","Stxbp3"
"MIR372","Mir291b"
"MIR372","Mir294"
"CYP4F3","Cyp4f18"
"RSPH6A","Rsph6a"
"ACER2","Acer2"
"RXFP4","Rxfp4"
"DCAF6","Dcaf6"
"HOMER3","Homer3"
"SEPTIN10","Septin10"
"RIMBP2","Rimbp2"
"TMEM125","Tmem125"
"CCDC12","Ccdc12"
"CAPNS2","Capns2"
"TRIM66","Trim66"
"CPLANE2","Cplane2"
"ISYNA1","Isyna1"
"TMEM240","Tmem240"
"RAB2B","Rab2b"
"MTNR1B","Mtnr1b"
"OAZ2","Oaz2"
"TSEN2","Tsen2"
"PDE8A","Pde8a"
"WDR77","Wdr77"
"TRIOBP","Triobp"
"SEMA5B","Sema5b"
"PSAP","Psap"
"CREB5","Creb5"
"NPAS2","Npas2"
"WDR35","Wdr35"
"PDE11A","Pde11a"
"MICU3","Micu3"
"EN2","En2"
"BPIFB3","Bpifb3"
"PTP4A1","Ptp4a1"
"TTC24","Ttc24"
"BLZF1","Blzf1"
"LRP10","Lrp10"
"FMNL3","Fmnl3"
"CLRN1","Clrn1"
"CEP43","Cep43"
"MIB2","Mib2"
"GPR83","Gpr83"
"ISLR","Islr"
"GPSM2","Gpsm2"
"RGP1","Rgp1"
"AMOT","Amot"
"C14orf93","4931414P19Rik"
"NPHS1","Nphs1"
"HS6ST1","Hs6st1"
"TNFRSF18","Tnfrsf18"
"ANKRD13A","Ankrd13a"
"BCL3","Bcl3"
"TMIGD3","Tmigd3"
"BHLHE22","Bhlhe22"
"SLC26A8","Slc26a8"
"TRDC","Trdc"
"APOC3","Apoc3"
"PLCH1","Plch1"
"GGPS1","Ggps1"
"EFHC1","Efhc1"
"KCNS3","Kcns3"
"ESCO1","Esco1"
"LUZP1","Luzp1"
"TSPAN8","Tspan8"
"NDUFS8","Ndufs8"
"CDX4","Cdx4"
"WASHC2A","Washc2"
"MEDAG","Medag"
"TSC22D3","Tsc22d3"
"TECTA","Tecta"
"DEPTOR","Deptor"
"P4HB","P4hb"
"KATNB1","Katnb1"
"EPHX3","Ephx3"
"ZNF721","Zfp420"
"BAG2","Bag2"
"IGSF10","Igsf10"
"OXSM","Oxsm"
"S1PR5","S1pr5"
"LACTB","Lactb"
"STX11","Stx11"
"ALDH3B2","Aldh3b3"
"ALDH3B2","Aldh3b2"
"TNFRSF4","Tnfrsf4"
"LGALS14","Lgals9"
"LAMTOR5","Lamtor5"
"ODAM","Odam"
"GJA4","Gja4"
"F2","F2"
"NUP42","Nupl2"
"ADAM21","Adam21"
"PRAG1","Prag1"
"DYNC1LI2","Dync1li2"
"DHX57","Dhx57"
"KDF1","Kdf1"
"NINJ2","Ninj2"
"RACGAP1","Racgap1"
"THUMPD2","Thumpd2"
"NXT2","Nxt2"
"TNIP3","Tnip3"
"SOX30","Sox30"
"CHRDL2","Chrdl2"
"BPNT1","Bpnt1"
"RGS6","Rgs6"
"MIR30C1","Mir30c-1"
"RPRD1B","Rprd1b"
"AOC2","Aoc2"
"RBPMS2","Rbpms2"
"ATG9B","Atg9b"
"EPGN","Epgn"
"TAGAP","Tagap1"
"TAGAP","Tagap"
"USB1","Usb1"
"ACTN2","Actn2"
"KCNJ4","Kcnj4"
"PLCD3","Plcd3"
"COL14A1","Col14a1"
"RSPH3","Rsph3b"
"RSPH3","Rsph3a"
"MIR3618","Gm24572"
"MAP2","Map2"
"APC2","Apc2"
"KLRC4-KLRK1","Clec2m"
"KLRC4-KLRK1","Klre1"
"KLRC4-KLRK1","Klri1"
"KLRC4-KLRK1","Klri2"
"CUL7","Cul7"
"UBE2E1","Ube2e1"
"MYH1","Myh1"
"ALKBH2","Alkbh2"
"C9orf152","D630039A03Rik"
"LTV1","Ltv1"
"ACOT1","Acot2"
"ACOT1","Acot1"
"ACOT1","Gm49366"
"ACOT1","Acot3"
"ACOT1","Acot5"
"NAP1L2","Nap1l2"
"TRAPPC10","Trappc10"
"RNU6-261P","Gm23390"
"CTHRC1","Cthrc1"
"MBD3L4","Mbd3l2"
"HCAR3","Hcar2"
"APOE","Apoe"
"DYNC1LI1","Dync1li1"
"PHOSPHO2","Phospho2"
"EQTN","Eqtn"
"C1orf141","4921539E11Rik"
"IRF2BP2","Irf2bp2"
"KAZN","Kazn"
"PPP1R15B","Ppp1r15b"
"CCDC90B","Ccdc90b"
"CUEDC2","Cuedc2"
"ERO1B","Ero1b"
"GSS","Gss"
"ILF2","Ilf2"
"UNC119B","Unc119b"
"PLAU","Plau"
"MAPK8","Mapk8"
"MIR29B1","Mir29b-1"
"AGK","Agk"
"MIR138-2","Mir138-2"
"STYXL2","Dusp27"
"PHLDA3","Phlda3"
"SLC3A1","Slc3a1"
"TBC1D21","Tbc1d21"
"ZCCHC9","Zcchc9"
"RNU4-44P","Gm25995"
"TMEM126B","Tmem126b"
"HNF1B","Hnf1b"
"AMBN","Ambn"
"LHFPL4","Lhfpl4"
"SPRED3","Spred3"
"C1orf162","I830077J02Rik"
"GOLGA8N","Gm13547"
"STK40","Stk40"
"AP1M1","Ap1m1"
"CCDC190","Ccdc190"
"TMEM178A","Tmem178"
"CYP20A1","Cyp20a1"
"SEMA4A","Sema4a"
"AURKC","Aurkc"
"IDS","Ids"
"ATP6V0A2","Atp6v0a2"
"FAM72B","Fam72a"
"PPP1R27","Ppp1r27"
"IGBP1","Igbp1"
"RFTN2","Rftn2"
"LGALS3BP","Lgals3bp"
"CDA","Cda"
"OPA3","Opa3"
"WDR62","Wdr62"
"BEND6","Bend6"
"ZSWIM7","Zswim7"
"CR2","Cr2"
"METTL26","Mettl26"
"SETD5","Setd5"
"GPX4","Gpx4"
"ASB15","Asb15"
"C19orf85","Gm36210"
"CES2","Ces2a"
"CES2","Ces2b"
"CES2","Ces2c"
"CES2","Ces2e"
"CES2","Ces2f"
"CES2","Ces2g"
"UNC93A","Gm49630"
"UNC93A","Unc93a2"
"UNC93A","Unc93a"
"ZNF668","Zfp668"
"RNASE3","Ear6"
"RNASE3","Ear1"
"RNASE3","Ear10"
"RNASE3","Ear2"
"PIFO","Pifo"
"MIR32","Mir32"
"MFSD2B","Mfsd2b"
"ZNF583","Zfp583"
"SNORD96A","Snord96a"
"BRI3BP","Bri3bp"
"SGPL1","Sgpl1"
"ALB","Alb"
"DCAF11","Dcaf11"
"OVGP1","Ovgp1"
"PLA2G7","Pla2g7"
"ELAPOR1","Elapor1"
"CCRL2","Ccrl2"
"GAN","Gan"
"ACOT4","Acot4"
"S100Z","S100z"
"KCTD14","Kctd14"
"PPP2R3A","Ppp2r3a"
"ACAD8","Acad8"
"C1orf68","2310050C09Rik"
"DPH2","Dph2"
"RN7SL674P","Gm23153"
"HNRNPM","Hnrnpm"
"PDIA2","Pdia2"
"OPLAH","Oplah"
"KCTD19","Kctd19"
"RAB10","Rab10"
"VBP1","Vbp1"
"FZD8","Fzd8"
"MIR128-1","Mir128-1"
"CD276","Cd276"
"WNT10B","Wnt10b"
"ARR3","Arr3"
"TEX26","Tex26"
"IKBKE","Ikbke"
"SYT2","Syt2"
"EHD3","Ehd3"
"LRRC14","Lrrc14"
"GSTM1","Gstm6"
"GSTM1","Gstm3"
"GSTM1","Gstm2"
"GSTM1","Gstm1"
"MFGE8","Mfge8"
"REPS1","Reps1"
"ALDH4A1","Aldh4a1"
"HGS","Hgs"
"RAC3","Rac3"
"ORC5","Orc5"
"SIPA1L2","Sipa1l2"
"HEATR4","Heatr4"
"DMPK","Dmpk"
"CCDC181","Ccdc181"
"RNU2-28P","Gm24840"
"TM6SF2","Tm6sf2"
"MEMO1","Memo1"
"ITGA8","Itga8"
"CES5A","Ces5a"
"LRIT2","Lrit2"
"SYT6","Syt6"
"NCDN","Ncdn"
"ART4","Art4"
"KDM6A","Kdm6a"
"RARS1","Rars"
"IZUMO1","Izumo1"
"CBX4","Cbx4"
"HDAC4","Hdac4"
"DHFR2","Dhfr"
"VEGFA","Vegfa"
"NFKB1","Nfkb1"
"SRSF7","Srsf7"
"FBXO46","Fbxo46"
"SAG","Sag"
"MAP4","Map4"
"MIR345","Mir345"
"SDR39U1","Sdr39u1"
"H1-0","H1f0"
"RIMKLA","Rimkla"
"NHP2","Nhp2"
"ZNF865","Zfp865"
"MAGEB18","Mageb18"
"FNDC10","Fndc10"
"DQX1","Dqx1"
"CNTN3","Cntn3"
"ZBTB39","Zbtb39"
"PEX10","Pex10"
"BRCA1","Brca1"
"TAS2R13","Tas2r121"
"TAS2R13","Tas2r124"
"TAS2R13","Tas2r102"
"RUBCN","Rubcn"
"ANGEL2","Angel2"
"ZIC1","Zic1"
"HACD3","Hacd3"
"RUBCNL","Rubcnl"
"MBOAT7","Mboat7"
"POC5","Poc5"
"ABCB11","Abcb11"
"CGRRF1","Cgrrf1"
"CHRNA1","Chrna1"
"CLCN7","Clcn7"
"RPS6KC1","Rps6kc1"
"CNDP2","Cndp2"
"MINDY4","Mindy4"
"PLEKHA5","Plekha5"
"PAXIP1","Paxip1"
"TMSB4Y","Tmsb4x"
"ICOSLG","Icosl"
"PPP1R14C","Ppp1r14c"
"MIER1","Mier1"
"ABHD2","Abhd2"
"ABHD16B","Abhd16b"
"OR6B2","Olfr1416"
"OR6B2","Olfr1415"
"OR6B2","Olfr1414"
"UGT1A7","Ugt1a10"
"UGT1A7","Ugt1a9"
"UGT1A7","Ugt1a8"
"OTC","Otc"
"TAF11","Taf11"
"MAPKAPK2","Mapkapk2"
"ATP8B3","Atp8b3"
"ECE1","Ece1"
"MROH6","Mroh6"
"HAAO","Haao"
"HTR5A","Htr5a"
"OR7D4","Olfr77"
"OR7D4","Olfr867"
"OR7D4","Olfr39"
"CAPN7","Capn7"
"SLC7A2","Slc7a2"
"ZBTB4","Zbtb4"
"OIT3","Oit3"
"STYK1","Styk1"
"SLC51B","Slc51b"
"CYTL1","Cytl1"
"GSTT2B","Gstt2"
"VPS26B","Vps26b"
"ADAT3","Adat3"
"ADAT3","Gm49322"
"SERINC5","Serinc5"
"AKAP10","Akap10"
"ARHGDIB","Arhgdib"
"FGFBP1","Fgfbp1"
"SERINC4","Serinc4"
"OLFM4","Olfm4"
"KEAP1","Keap1"
"ANPEP","Anpep"
"ELANE","Elane"
"RSL1D1","Rsl1d1"
"C1orf194","1700013F07Rik"
"FAM72C","Fam72a"
"PGLYRP1","Pglyrp1"
"HHIPL1","Hhipl1"
"NLRP12","Nlrp12"
"PRSS57","Prss57"
"PNMA1","Pnma1"
"ASPSCR1","Aspscr1"
"PFN4","Pfn4"
"AAAS","Aaas"
"PKIA","Pkia"
"FOXM1","Foxm1"
"RABIF","Rabif"
"FXR2","Fxr2"
"TMEM134","Tmem134"
"ZNF451","Zfp451"
"RNU6-711P","Gm24851"
"GSG1","Gsg1"
"P3H2","P3h2"
"COX6A1","Cox6a1"
"GATAD2A","Gatad2a"
"ANTKMT","Antkmt"
"ANTKMT","Gm50367"
"HMGCS2","Hmgcs2"
"CPNE7","Cpne7"
"SGCD","Sgcd"
"LRMDA","Lrmda"
"KCTD10","Kctd10"
"SNCG","Sncg"
"PSG9","Ceacam10"
"ILRUN","Ilrun"
"KCNMB4","Kcnmb4"
"TMEM62","Tmem62"
"RNU6-238P","Gm24851"
"ANKMY1","Ankmy1"
"SLC50A1","Slc50a1"
"TTLL2","Ttll2"
"EEPD1","Eepd1"
"RORA","Rora"
"MB","Mb"
"NTN5","Ntn5"
"RNU6-757P","Gm25814"
"IQCA1L","Iqca1l"
"USO1","Uso1"
"FAM90A22P","Fam90a1b"
"TPGS1","Tpgs1"
"PTGER2","Ptger2"
"PEBP1","Pbp2"
"JTB","Jtb"
"GDAP2","Gdap2"
"SRRM5","Gm50092"
"KIFC2","Kifc2"
"USP30","Usp30"
"MFHAS1","Mfhas1"
"RNU1-101P","Gm24145"
"COL4A5","Col4a5"
"STAT3","Stat3"
"RNU5B-1","Gm24043"
"SNORD12B","Gm24123"
"TUBA1B","Tuba1b"
"KCNN4","Kcnn4"
"MIR223","Mir223"
"SH2D4B","Sh2d4b"
"LDOC1","Ldoc1"
"EDN2","Edn2"
"MANEA","Manea"
"E2F7","E2f7"
"CD209","Cd209a"
"CD209","Cd209e"
"CD209","Cd209d"
"CD209","Cd209b"
"CD209","Cd209c"
"MACF1","Macf1"
"GLRA2","Glra2"
"PIK3R5","Pik3r5"
"PTPA","Ptpa"
"AGO3","Ago3"
"SMARCA4","Smarca4"
"SFTPA2","Sftpa1"
"RBMXL1","Rbmx"
"STMP1","1810058I24Rik"
"CLCA4","Clca4b"
"CLCA4","Clca4a"
"TMEM200A","Tmem200a"
"SRC","Src"
"LRCH1","Lrch1"
"CLDN23","Cldn23"
"VAMP2","Vamp2"
"FEZ2","Fez2"
"MYH6","Myh6"
"CDT1","Cdt1"
"FOXD3","Foxd3"
"RNF26","Gm49380"
"RNF26","Rnf26"
"LYPD5","Lypd5"
"ARID3B","Arid3b"
"CDK2AP2","Cdk2ap2"
"MIR103A1","Mir103-1"
"DHX8","Dhx8"
"FGL2","Fgl2"
"HAX1","Hax1"
"IFNLR1","Ifnlr1"
"SPATA1","Spata1"
"ZNF420","Zfp790"
"RAD18","Rad18"
"PLA2G6","Pla2g6"
"UBE2S","Ube2s"
"FAM155A","Fam155a"
"GDA","Gda"
"TFAP2B","Tfap2b"
"CCNL1","Ccnl1"
"ZC3HC1","Zc3hc1"
"ICAM4","Icam4"
"TPM4","Tpm4"
"FKBP8","Fkbp8"
"CRELD1","Creld1"
"TRIM26","Trim26"
"PTGR2","Ptgr2"
"TOX4","Tox4"
"FAM98C","Fam98c"
"ZNF665","Zfp160"
"SPATS1","Spats1"
"CLDN1","Cldn1"
"PLAAT1","Plaat1"
"SQSTM1","Sqstm1"
"CCDC88B","Ccdc88b"
"SNORD6","Gm24357"
"FAAP20","Faap20"
"SCARB1","Scarb1"
"AKAP8","Akap8"
"RNU6-163P","Gm24839"
"PLPP4","Plpp4"
"SLC26A5","Slc26a5"
"PRPF40B","Prpf40b"
"PBRM1","Pbrm1"
"ENDOV","Endov"
"MLPH","Mlph"
"ACTR3C","Actr3b"
"SGTA","Sgta"
"RASA2","Rasa2"
"CFAP20","Cfap20"
"MYO7A","Myo7a"
"SEPTIN7","Septin7"
"APEH","Apeh"
"PRPS2","Prps2"
"DALRD3","Dalrd3"
"ZBTB25","Zbtb25"
"PTPRO","Ptpro"
"MSH3","Msh3"
"SRSF5","Srsf5"
"NISCH","Nisch"
"CNNM2","Cnnm2"
"PPIL1","Ppil1"
"MAPT","Mapt"
"CBY1","Cby1"
"LRP6","Lrp6"
"TMEM53","Tmem53"
"RBM33","Rbm33"
"RNU1-75P","Gm23039"
"DGCR8","Gm49776"
"DGCR8","Dgcr8"
"LIPT2","Lipt2"
"FLOT1","Flot1"
"TRPM3","Trpm3"
"GPX2","Gpx2"
"COCH","Coch"
"SAR1B","Sar1b"
"DYNLRB1","Dynlrb1"
"NBL1","Nbl1"
"SELENOF","Selenof"
"AGO1","Ago1"
"LYZL2","Lyzl1"
"PRMT6","Prmt6"
"FOXL2","Foxl2"
"TRAV18","Trav12d-1"
"TRAV18","Trav12d-2"
"TRAV18","Trav12d-3"
"TRAV18","Trav12n-1"
"TRAV18","Trav12n-2"
"TRAV18","Trav12n-3"
"TRAV18","Trav12-1"
"TRAV18","Trav12-2"
"TRAV18","Trav12-3"
"ZNF45","Zfp94"
"AATK","Aatk"
"RNU6-854P","Gm24481"
"RNU6-854P","Gm22577"
"PADI2","Padi2"
"ASCL5","Ascl5"
"DKC1","Dkc1"
"SNORD46","Gm26330"
"RNU6-1325P","Gm23390"
"CA7","Car7"
"ANKRD44","Ankrd44"
"ZNF705B","Zfp78"
"MAGED1","Maged1"
"RBM41","Rbm41"
"IFNA5","Ifna15"
"IFNA5","Ifna14"
"IFNA5","Ifna9"
"IFNA5","Ifna12"
"IFNA5","Ifna13"
"IFNA5","Ifna16"
"IFNA5","Ifna2"
"IFNA5","Ifnab"
"IFNA5","Ifna7"
"IFNA5","Ifna11"
"IFNA5","Ifna6"
"IFNA5","Ifna5"
"IFNA5","Ifna4"
"IFNA5","Ifna1"
"OR2Y1","Olfr1389"
"OR2Y1","Olfr1388"
"OR2Y1","Olfr1387"
"SAMD10","Samd10"
"PLEKHA6","Plekha6"
"CHRM2","Chrm2"
"RBM34","Rbm34"
"ZNF688","Zfp688"
"USP2","Usp2"
"RAVER1","Gm38431"
"RAVER1","Raver1"
"MGAM2","Mgam2-ps"
"GPR101","Gpr101"
"SNORA41B","Gm25409"
"LCMT2","Lcmt2"
"CBFA2T2","Cbfa2t2"
"ITSN2","Itsn2"
"CBFA2T3","Cbfa2t3"
"PLG","Plg"
"TMUB1","Tmub1"
"FNDC1","Fndc1"
"RASSF6","Rassf6"
"MSL3","Msl3"
"RNU6-861P","Gm26101"
"GTF2A2","Gtf2a2"
"WEE2","Wee2"
"OR5B12","Olfr1445"
"OR5B12","Olfr1448"
"SLC35G5","Slc35g3"
"CRISP3","Crisp3"
"CRISP3","Crisp1"
"PPBP","Ppbp"
"OSBPL8","Osbpl8"
"MACO1","Maco1"
"CAPZA1","4933400A11Rik"
"OTOS","Otos"
"ZNF121","Zfp560"
"PRKCG","Prkcg"
"NRROS","Nrros"
"MMUT","Mmut"
"OR1S1","Olfr1496"
"RALYL","Ralyl"
"ANAPC16","Anapc16"
"IQCA1","Iqca"
"PGLYRP2","Pglyrp2"
"ELP1","Elp1"
"KCTD6","Kctd6"
"DPF3","Dpf3"
"RNU6-251P","Gm24928"
"KNTC1","Kntc1"
"PAFAH1B2","Pafah1b2"
"TNS2","Tns2"
"PLEKHM3","Plekhm3"
"A4GNT","A4gnt"
"BRAF","Braf"
"XRCC1","Xrcc1"
"COMT","Comt"
"SNRPG","Snrpg"
"FOXO4","Foxo4"
"ZSCAN29","Zscan29"
"CXCL14","Cxcl14"
"PPT1","Ppt1"
"RTP2","Rtp2"
"IMPDH1","Impdh1"
"SELL","Sell"
"SYT14","Syt14"
"TEX22","Tex22"
"MTUS2","Mtus2"
"GABRA6","Gabra6"
"ATP5F1B","Atp5b"
"MFSD5","Mfsd5"
"POLR3A","Polr3a"
"TNN","Tnn"
"IL6R","Il6ra"
"SCAND1","Scand1"
"OR1M1","Olfr24"
"MYNN","Mynn"
"CD226","Cd226"
"SVIL","Svil"
"PXYLP1","Pxylp1"
"ETV6","Etv6"
"SLC49A4","Slc49a4"
"SLC7A8","Slc7a8"
"CEACAM8","Ceacam10"
"TMEM108","Tmem108"
"PLEKHD1","Plekhd1"
"RASSF5","Rassf5"
"SNORA77B","Gm25777"
"MED12","Med12"
"RNU4-61P","Gm25806"
"NPY4R2","Npy4r"
"AGAP3","Agap3"
"DFFB","Dffb"
"PTTG1","Pttg1"
"LMLN","Lmln"
"PTPRR","Ptprr"
"BMPR1B","Bmpr1b"
"OLFM2","Olfm2"
"CACNA1C","Cacna1c"
"ZNF516","Zfp516"
"CHST2","Chst2"
"NUP62CL","Nup62cl"
"RBP3","Rbp3"
"NWD1","Nwd1"
"ALG6","Alg6"
"RGS10","Rgs10"
"PSG1","Ceacam10"
"CELA1","Cela1"
"CHKA","Chka"
"OR10Q1","Olfr1491"
"OR10Q1","Olfr1494"
"OR10Q1","Olfr1495"
"EPM2A","Epm2a"
"GRID1","Grid1"
"RAMP2","Ramp2"
"TRIT1","Trit1"
"GJE1","Gje1"
"MSR1","Msr1"
"MMP23B","Mmp23"
"PDE6B","Pde6b"
"VDAC2","Vdac2"
"BPIFB1","Bpifb1"
"GTF2B","Gtf2b"
"BAD","Bad"
"NGEF","Ngef"
"PROM1","Prom1"
"PRSS53","Prss53"
"TPPP3","Tppp3"
"PPM1N","Ppm1n"
"KCND2","Kcnd2"
"UBE2F","Ube2f"
"KLHL12","Klhl12"
"CLIP1","Clip1"
"ADGRG6","Adgrg6"
"HES6","Hes6"
"ARHGDIG","Arhgdig"
"COLGALT1","Colgalt1"
"TRERF1","Trerf1"
"TAB2","Tab2"
"DENND2B","Denn2b"
"DCP1B","Dcp1b"
"MYH9","Myh9"
"SAP18","Sap18b"
"SCN4B","Scn4b"
"NLRP10","Nlrp10"
"RHBDL3","Rhbdl3"
"FAAP100","Faap100"
"SRP72","Srp72"
"MIX23","Ccdc58"
"GALM","Galm"
"GPR160","Gpr160"
"UBXN4","Ubxn4"
"PHTF2","Phtf2"
"RNU6-188P","Gm24892"
"AMFR","Amfr"
"TMC4","Tmc4"
"POU2F1","Pou2f1"
"SEC22B","Sec22b"
"ADCY3","Adcy3"
"THOC7","Thoc7"
"C9orf64","2210016F16Rik"
"SYVN1","Syvn1"
"MIR199A2","Mir199a-2"
"GP6","Gp6"
"ANKLE1","Ankle1"
"PLAC9","Plac9a"
"PLEKHG4","Plekhg4"
"PSMC6","Psmc6"
"TNR","Tnr"
"IFNA21","Ifna15"
"IFNA21","Ifna14"
"IFNA21","Ifna9"
"IFNA21","Ifna12"
"IFNA21","Ifna13"
"IFNA21","Ifna16"
"IFNA21","Ifna2"
"IFNA21","Ifnab"
"IFNA21","Ifna7"
"IFNA21","Ifna11"
"IFNA21","Ifna6"
"IFNA21","Ifna5"
"IFNA21","Ifna4"
"IFNA21","Ifna1"
"WSCD2","Wscd2"
"C21orf58","2610028H24Rik"
"CRCP","Crcp"
"MIR28","Mir28a"
"MYOM1","Myom1"
"CSF2","Csf2"
"STXBP5L","Stxbp5l"
"RFXANK","Rfxank"
"CHIC1","Chic1"
"SMIM20","Smim20"
"UBA5","Uba5"
"CD3E","Cd3e"
"VPS25","Vps25"
"MIR218-1","Mir218-1"
"MMP24","Mmp24"
"KRT5","Gm5478"
"KRT5","Krt5"
"IQGAP2","Iqgap2"
"ATP1B3","Atp1b3"
"MAP3K4","Map3k4"
"AKIP1","Akip1"
"ZDHHC21","Zdhhc21"
"PPP1R15A","Ppp1r15a"
"TCF25","Tcf25"
"ARHGEF10L","Arhgef10l"
"ATP6V0D1","Atp6v0d1"
"GLE1","Gle1"
"GUCY2D","Gucy2e"
"SOX18","Sox18"
"CDK11B","Cdk11b"
"EXTL1","Extl1"
"ADCY7","Adcy7"
"MUC16","Muc16"
"RBFOX1","Rbfox1"
"PRKCSH","Prkcsh"
"SMLR1","Smlr1"
"ATG4D","Atg4d"
"SNORD101","Gm23130"
"C6orf226","2310039H08Rik"
"SLC16A1","Slc16a1"
"ITGA2B","Itga2b"
"HRH4","Hrh4"
"PARP8","Parp8"
"RYK","Ryk"
"HOPX","Hopx"
"TRDV1","Trav15d-1-dv6d-1"
"TRDV1","Trav15d-2-dv6d-2"
"TRDV1","Trav15n-1"
"TRDV1","Trav15n-2"
"TRDV1","Trav15-1-dv6-1"
"TRDV1","Trav15-2-dv6-2"
"ARL8B","Arl8b"
"HEBP1","Hebp1"
"NTN1","Ntn1"
"RNU4-49P","Gm25995"
"SULT6B1","Sult6b1"
"ARHGEF1","Arhgef1"
"IQCN","Iqcn"
"RTN2","Rtn2"
"MYLK","Mylk"
"CLASP2","Clasp2"
"CFP","Cfp"
"UBA52","Gm11808"
"OMP","Omp"
"OGFRL1","Ogfrl1"
"KCTD7","Kctd7"
"SNORA8","Gm25791"
"TEX46","Tex46"
"C9orf78","BC005624"
"VDAC1","Vdac1"
"KIAA2012","Gm973"
"UBE2G2","Ube2g2"
"SSX1","Ssxb10"
"SSX1","Ssxb9"
"SSX1","Ssxb1"
"SSX1","Ssxb2"
"SSX1","Gm14459"
"SSX1","Ssxb6"
"SSX1","Ssxb3"
"SSX1","Ssxb8"
"SSX1","Ssx9"
"SSX1","Ssxb5"
"SSX1","Gm6592"
"SSX1","Gm5751"
"SSX1","Ssxa1"
"SSX1","Gm21876"
"TP53INP2","Trp53inp2"
"SNORA16A","Gm23454"
"LRRC34","Lrrc34"
"REST","Rest"
"ZNF556","Zfp78"
"ABAT","Abat"
"EMP1","Emp1"
"OR7A17","Olfr1354"
"OR7A17","Olfr8"
"OR7A17","Olfr1352"
"TSPAN7","Tspan7"
"RPS6KA1","Rps6ka1"
"TRBV4-1","Trbv5"
"SFT2D1","Gm12166"
"SFT2D1","Sft2d1"
"GINS3","Gins3"
"PRAMEF25","Pramel32"
"PRAMEF25","Pramel17"
"PRAMEF25","C130073F10Rik"
"PRAMEF25","Pramel18"
"PRAMEF25","Pramel19"
"PRAMEF25","Gm12790"
"PRAMEF25","Gm12789"
"PRAMEF25","Pramel21"
"PRAMEF25","Pramel22"
"PRAMEF25","Pramel23"
"PRAMEF25","Pramel24"
"PRAMEF25","Pramel25"
"PRAMEF25","Pramel26"
"PRAMEF25","Pramel27"
"PRAMEF25","Pramel11"
"PRAMEF25","Pramel16"
"PRAMEF25","Pramel28"
"PRAMEF25","Pramel14"
"PRAMEF25","Pramel4"
"PRAMEF25","Gm13102"
"PRAMEF25","Oog3"
"PRAMEF25","Oog2"
"PRAMEF25","Pramel29"
"PRAMEF25","Pramel5"
"PRAMEF25","Pramel30"
"PRAMEF25","Pramel31"
"PRAMEF25","Pramel15"
"PRAMEF25","Pramel13"
"PRAMEF25","Pramel1"
"PRAMEF25","Pramel12"
"PRAMEF25","Oog4"
"PRAMEF25","Gm13043"
"PRAMEF25","Gm13040"
"PRAMEF25","Gm13057"
"PRAMEF25","Pramel20"
"ZNF443","Zfp961"
"INTS3","Ints3"
"ARFGEF3","Arfgef3"
"TGFB1I1","Tgfb1i1"
"HJURP","Hjurp"
"YIF1B","Yif1b"
"CCDC43","Ccdc43"
"FAAH","Faah"
"HEATR6","Heatr6"
"OXCT1","Oxct1"
"RNU6-650P","Gm24481"
"RNU6-650P","Gm22577"
"RNU6-934P","Gm26131"
"TXNDC16","Txndc16"
"TUBA8","Tuba8"
"MATN3","Matn3"
"MAGI2","Magi2"
"CDK15","Cdk15"
"MIR433","Mir433"
"CD38","Cd38"
"MCOLN2","Mcoln2"
"RPLP1","Gm5244"
"RPLP1","Rplp1"
"TRIM62","Trim62"
"KRT6A","Gm5414"
"KRT6A","Krt6b"
"KRT6A","Krt6a"
"ARG1","Arg1"
"TEX38","Tex38"
"CCL2","Ccl2"
"MDGA1","Mdga1"
"MTFMT","Mtfmt"
"MIR129-1","Mir129-1"
"TMPRSS12","Tmprss12"
"ZCCHC10","Zcchc10"
"RNU6-1331P","Gm26131"
"RASAL2","Rasal2"
"ZNF143","Zfp143"
"RNU6-1160P","Gm25552"
"HERC3","Herc3"
"MROH1","Mroh1"
"KRTAP10-9","Gm19402"
"KRTAP10-9","Gm9508"
"KRTAP10-9","Gm10272"
"KRTAP10-9","Gm10024"
"KRTAP10-9","Gm10142"
"KRTAP10-9","Krtap12-1"
"KRTAP10-9","Gm10100"
"KRTAP10-9","Gm18596"
"KRTAP10-9","Gm9736"
"KRTAP10-9","Gm3233"
"KRTAP10-9","Gm3238"
"KRTAP10-9","Gm7138"
"KRTAP10-9","Gm3250"
"KRTAP10-9","Gm7137"
"KRTAP10-9","Gm9639"
